,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
2726,Agdmrville,Xbdtland,9.562,40.808,8.235,54.254,33.396,3.864,9.925,18.84,9.917,1.132,41.805,42.343,47.708,62.129,61.48,51.413,60.599,34.401,33.486,1.383,29.559,100.194,33.246,12.789,21.941,51.723,11.791,40.526,69.676,0.548,42.094,40.278,21.13,69.886,16.503,78.396,76.053,78.215,51.041,18.16,50.796,72.267,89.034,130.018,22.622,42.06,85.791,64.399,9.606,65.315,73.296,34.885,97.138,11.719,6.099,1
2727,Ficleacgville,Vvwqnbland,13.405,34.579,7.384,87.359,24.515,123.151,59.847,96.643,12.001,1.065,15.412,46.361,94.267,80.988,94.808,27.253,110.794,60.853,31.563,1.933,17.815,35.044,76.415,21.803,22.813,86.888,66.673,34.243,18.757,2.277,124.888,55.824,20.211,55.402,11.088,26.913,2.203,12.933,56.472,6.338,78.506,18.373,10.143,3.349,41.838,3.601,44.953,22.933,8.771,47.313,4.91,23.98,21.015,40.685,21.208,1
2728,Acrngtville,Ozmssland,16.008,36.956,8.608,5.481,71.776,65.39,117.669,67.752,21.557,2.23,108.825,48.459,68.674,65.547,64.001,24.394,50.998,108.771,38.443,1.64,14.311,30.238,45.127,1,84.185,36.744,48.005,50.83,15.83,3.036,81.536,26.91,44.552,78.304,16.252,24.12,18.962,21.684,22.338,88.221,65.93,5.632,11.493,84.212,93.167,116.67,2.837,72.161,15.638,114.319,21.179,3.948,1.754,46.681,19.304,0
2729,Udhwuville,Jeghland,8.324,36.347,9.275,34.775,45.339,54.604,64.506,55.49,4.241,2.361,58.345,35.029,0.11,9.749,56.216,97.874,128.621,9.579,71.121,0.815,76.009,91.494,34.037,46.802,109.036,87.119,18.181,12.323,44.42,2.628,77.053,5.189,40.548,18.932,84.135,84.327,107.411,36.706,32.338,105.352,76.416,49.305,66.341,121.283,112.557,18.999,40.11,7.135,111.639,18.431,45.958,89.65,24.514,52.018,0.195,1
2730,Hocgneqfville,Oexcsiland,11.66,40.732,10.023,97.225,4.314,10.901,21.71,11.697,36.469,1.452,15.057,7.626,51.631,108.917,18.503,39.688,44.362,30.499,29.803,1.628,26.683,22.35,51.186,6.143,38.501,94.812,15.202,51.541,15.378,3.148,50.412,50.658,117.968,62.604,59.906,85.608,25.707,40.928,41.683,21.687,2.767,14.301,51.376,12.914,71.793,72.944,62.844,30.609,9.793,14.289,82.409,72.282,72.463,10.389,34.06,1
2731,Hocgneqfville,Xbdtland,6.126,32.281,6.14,0.349,20.627,43.249,93.915,110.064,36.389,1.186,14.804,10.833,42.664,43.776,1.594,21.162,12.744,62.703,19.003,2.025,60.574,119.246,23.34,102.953,3.451,101.979,14.498,34.914,110.11,0.715,55.296,39.422,78.283,0.699,53.78,41.123,19.419,39.031,29.088,97.472,18.631,95.557,97.599,23.675,18.827,105.165,19.951,3.52,21.335,104.479,10.568,36.772,59.354,15.222,18.706,0
2732,Etlpmville,Ajlqkhland,10.888,36.651,10.322,49.092,96.101,26.303,16.837,78.397,34.604,2.21,12.873,13.419,70.079,45.341,126.121,120.938,104.57,29.02,113.766,1.553,11.981,20.355,70.022,147.082,80.165,103.918,41.812,75.637,28.302,3.297,41.445,46.48,0.562,46.073,48.613,113.26,27.189,66.191,11.825,7.872,12.183,76.502,85.03,65.791,96.609,25.083,45.571,44.402,21.823,111.454,103.376,45.281,25.556,39.975,51.287,1
2733,Putpatbville,Wfcxbland,7.823,41.889,9.437,8.286,118.243,115.745,37.511,96.846,23.464,1.596,51.376,5.07,79.684,13.679,52.208,25.879,33.904,64.494,108.326,1.313,64.728,79.104,21.152,60.051,67.475,105.099,6.935,67.024,20.146,3.063,38.416,0.336,5.06,0.519,7.463,54.024,90.383,61.029,136.325,15.6,97.91,11.043,93.038,53.258,52.077,1.447,127.555,71.774,45.07,12.207,53.337,35.5,40.723,49.303,38.185,1
2734,Xczpisville,Kuzlvland,10.24,32.945,6.037,79.596,116.571,13.086,17.266,78.641,1.087,1.606,65.039,108.057,56.442,82.548,6.151,59.917,67.271,87.843,63.808,1.128,26.544,49.54,48.88,2.943,128.292,3.596,81.997,62.935,57.519,4.052,85.826,85.232,103.028,27.378,40.942,81.089,18.873,67.525,96.79,23.776,30.006,10.117,78.467,13.923,30.978,36.799,50.286,53.605,23.592,47.1,82.965,52.011,53.038,63.4,7.742,1
2735,Vbisoacville,Bzzwland,9.087,24.367,9.015,97.265,69.127,147.537,94.081,95.764,43.866,1.235,92.548,132.383,5.953,55.551,126.337,20.451,45.377,46.395,78.983,0.055,47.225,14.083,99.411,31.05,27.798,48.703,36.552,63.579,43.792,2.974,56.941,57.925,4.681,128.811,100.789,35.772,49.564,42.538,119.676,119.738,75.589,122.372,119.499,64.082,8.743,40.914,90.82,9.99,33.669,90.206,15.923,16.752,86.224,49.512,13.268,1
2736,Jjckkkaville,Fqrgzland,13.85,36.774,4.674,4.143,2.505,120.962,41.435,19.513,13.219,2.053,137.61,7.207,10.444,52.047,47.337,10.666,34.359,119.721,6.01,1.915,15.241,73.044,9,61.723,30.488,11.419,133.923,3.453,96.863,2.076,5.643,58.254,22.296,10.401,126.282,56.555,28.533,48.69,29.062,3.268,48.236,65.522,27.468,10.24,59.578,11.534,91.391,125.024,54.162,60.396,92.067,14.225,111.316,36.824,71.356,1
2737,Bopomkeyville,Xtmamxland,13.203,40.585,8.601,15.591,54.59,30.253,6.798,62.55,19.112,2.704,82.332,125.263,62.014,45.488,64.982,12.134,4.162,5.359,53.756,2.455,51.686,74.23,73.901,8.177,24.108,63.732,8.818,35.003,0.022,4.582,82.176,102.54,83.907,20.78,21.776,60.672,16.919,28.762,4.281,102.726,16.429,18.751,36.385,8.905,133.171,42.881,7.06,33.603,32.048,9.118,47.992,8.99,25.812,12.101,13.976,1
2738,Jzzgyyfkville,Dymxtland,8.121,33.366,9.157,3.074,102.55,20.204,52.146,45.883,77.824,2.291,58.609,22.78,86.728,34.32,98.3,47.553,1.82,39.228,71.006,2.02,52.522,39.709,108.074,77.995,60.55,17.854,54.552,48.446,69.822,3.602,57.879,55.835,80.414,20.489,13.032,53.443,4.89,81.86,65.585,121.184,99.477,31.728,2.018,36.36,50.57,66.169,89.071,41.214,53.901,50.134,51.272,8.984,56.533,83.856,27.467,1
2739,Dmnzuyville,Ojbdaland,10.98,25.877,7.995,67.721,59.462,61.357,54.966,24.638,59.163,1.406,133.823,100.657,91.596,5.906,69.244,49.09,98.049,22.379,42.097,0.681,59.032,9.617,20.73,25.597,77.019,85.645,130.366,92.362,20.419,2.481,18.708,20.554,102.488,50.23,138.335,56.757,38.227,33.385,43.79,53.11,74.078,99.604,13.077,2.776,18.024,89.603,39.158,66.599,26.771,29.083,7.483,51.682,47.28,5.105,36.952,0
2740,Szayrville,Wfcxbland,16.195,35.181,8.361,77.54,31.199,39.654,50.843,50.031,93.451,1.845,54.89,16.622,4.514,34.611,58.919,118.165,116.778,34.727,38.118,1.133,91.346,53.214,86.183,49.022,14.596,138.219,21.019,41.189,40.329,0.737,92.08,11.069,14.913,84.019,36.399,32.368,25.547,10.58,31.503,1.166,27.401,29.607,71.07,9.425,13.495,29.81,18.462,39.425,5.751,0.853,19.389,63.963,23.266,17.464,120.935,1
2741,Vrnjwszville,Srkaland,12.887,43.589,9.475,15.579,117.93,45.052,38.921,33.144,20.44,1.255,97.833,33.634,85.314,61.204,1.415,26.764,88.688,37.453,34.829,0.055,78.166,58.279,37.137,36.844,55.79,13.46,2.285,60.496,29.385,2.538,50.179,22.713,48.304,75.463,38.27,2.832,100.338,41.245,58.297,8.702,71.783,17.067,1.366,93.272,5.818,73.217,30.886,65.222,2.576,46.415,13.693,77.053,82.545,46.046,76.164,1
2742,Smlfthcville,Bqcpland,10.54,35.465,9.09,14.189,130.937,79.442,93.042,46.729,64.7,1.33,53.371,42.393,48.861,35.209,23.869,4.062,22.489,17.435,109.15,2.212,55.276,55.272,90.5,61.613,56.653,48.066,54.145,2.977,12.35,3.327,59.674,49.786,35.157,81.428,37.819,31.997,51.646,81.103,56.742,60.013,45.625,104.634,66.538,50.636,4.059,49.165,11.533,24.976,64.47,87.448,35.953,119.022,23.687,16.728,100.121,1
2743,Smlfthcville,Duufland,11.896,31.098,9.396,22.226,68.437,58.541,59.602,66.857,89.17,2.342,63.266,57.409,45.89,124.874,56.238,60.791,48.593,37.248,12.283,0.836,50.954,20.164,4.168,106.094,42.394,114.484,50.713,51.67,63.419,0.992,34.9,23.095,23.564,22.704,41.065,57.839,2.853,23.998,58.809,56.283,0.931,15.836,107.139,25.628,81.65,72.515,55.993,71.277,45.397,68.371,49.917,17.796,29.565,137.508,31.224,1
2744,Innryeoville,Klglxeland,11.498,36.726,8.287,6.681,41.119,28.097,9.45,2.251,21.043,0.882,128.525,53.351,24.931,66.691,36.983,5.141,79.075,18.026,16.416,2.577,36.378,19.889,46.873,132.906,62.072,13.899,10.285,55.101,89.936,3.133,26.393,31.078,12.164,26.028,26.948,1.44,113.394,55.803,8.987,40.883,34.99,10.957,23.491,23.227,4.218,86.468,23.84,43.678,51.974,66.786,73.724,48.325,21.113,3.33,12.402,1
2745,Xqfodville,Ajqegzland,14.368,27.407,9.94,89.279,6.094,44.789,5.464,36.671,37.726,1.711,60.145,4.962,33.573,79.033,90.878,91.04,40.075,61.537,43.084,1.866,40.012,68.875,46.86,98.164,40.047,65.026,111.764,53.876,47.6,0.656,15.846,74.862,99.267,19.695,41.98,20.495,0.844,27.197,23.87,44.389,0.214,36.045,64.417,139.546,119.046,103.637,41.764,71.641,25.105,4.517,84.127,4.378,32.574,24.9,25.846,1
2746,Xbdztusville,Xfvzvland,6.586,31.275,6.387,110.168,7.323,50.39,58.217,63.981,69.072,1.911,66.714,13.057,53.08,38.521,55.607,60.941,4.947,119.415,1.108,2.366,2.156,4.819,56.796,60.959,71.323,33.729,51.17,50.338,6.394,3.231,20.532,66.432,8.362,16.417,34.053,98.224,97.431,53.138,58.292,96.521,63.288,113.431,44.2,81.358,20.876,20.396,36.2,2.593,33.767,74.423,67.398,30.638,68.821,85.455,88.324,1
2747,Axdldqjtville,Flippland,11.92,28.597,8.456,20.297,46.045,108.893,40.226,48.467,48.121,1.427,89.377,10.458,48.098,23.201,44.748,58.668,101.587,51.424,2.951,0.847,7.008,18.271,41.766,56.923,65.438,12.672,12.388,88.106,30.877,2.059,36.262,66.249,40.039,4.276,57.996,56.706,82.281,24.535,101.403,44.613,43.73,22.257,84.69,134.994,60.887,63.141,98.685,28.592,48.598,28.117,54.645,75.327,29.741,52.913,39.078,1
2748,Bicrebiville,Flippland,7.468,39.922,7.652,123.723,42.023,7.857,16.222,85.062,54.38,1.874,44.255,17.361,6.879,64.372,96.521,47.063,46.732,94.301,49.544,0.982,31.029,70.008,64.388,59.15,31.538,18.791,27.091,105.438,66.827,4.053,11.388,25.563,113.89,110.168,30.167,11.097,52.929,41.356,43.811,47.8,119.85,35.13,23.946,34.749,48.838,84.079,57.743,47.553,61.363,26.438,7.742,99.498,76.017,31.326,92.476,1
2749,Xvxypcyville,Flippland,5.724,37.996,5.812,136.424,48.476,21.886,117.048,3.617,4.307,1.693,34.447,83.739,84.149,17.926,5.115,101.01,17.982,139.717,31.782,2.366,32.95,42.473,119.1,33.877,69.147,44.306,87.472,72.232,24.74,1.595,52.135,98.757,34.092,23.391,98.822,42.255,53.624,84.72,42.764,36.463,7.823,31.672,57.879,56.35,116.273,52.137,1.437,3.185,25.586,41.773,47.182,24.124,69.822,126.749,69.755,0
2750,Flbeoville,Qanoland,11.405,32.377,7.108,32.009,28.829,68.905,3.6,100.503,75.564,1.607,49.525,49.007,36.702,19.801,6.644,75.335,48.909,110.834,8.488,2.719,50.527,75.42,37.343,45.831,25.011,32.776,63.378,28.401,17.245,2.226,17.849,32.41,56.537,2.31,16.67,31.359,19.692,18.911,36.432,1.683,99.671,48.048,19.242,114.947,116.213,48.365,3.041,68.825,64.322,68.089,55.388,1.728,16.302,80.212,54.429,1
2751,Khypvpywville,Fqjiland,10.728,24.19,8.944,42.22,75.31,14.263,96.524,18.283,45.409,1.307,24.911,49.504,71.113,80.794,104.643,57.724,38.19,40.997,2.706,1.209,28.469,14.471,23.132,70.455,32.115,37.478,15.367,89.451,80.805,3.832,40.031,32.322,58.225,73.075,10.606,39.37,94.887,33.644,84.385,75.879,71.168,47.799,72.738,53.151,9.62,78.074,51.154,89.862,12.942,43.812,50.246,53.776,19.875,19.501,110.296,1
2752,Mawxeville,Ayqbland,6.861,35.763,7.407,80.562,26.142,114.85,13.456,19.489,8.115,1.205,79.313,22.09,32.182,42.408,19.707,72.019,68.198,9.144,47.856,1.818,37.494,46.243,122.155,20.1,59.085,25.89,9.975,41.422,122.671,2.048,32.302,32.486,40.791,63.638,92.3,69.133,65.845,57.624,25.833,4.192,72.056,4.017,71.635,38.217,22.807,24.805,83.868,44.247,9.589,16.93,91.899,26.833,36.603,10.956,61.181,1
2753,Axdldqjtville,Woxaland,13.152,35.832,7.286,23.24,26.839,14.045,7.309,54.306,102.197,1.975,10.068,84.9,39.865,102.914,4.632,10.056,35.099,51.192,8.81,1.381,88.159,34.734,25.747,69.775,45.634,45.257,6.207,104.745,21.264,2.85,50.719,47.898,22.31,99.029,76.102,7.366,43.074,45.975,34.471,105.123,64.45,15.168,6.481,77.194,101.451,35.477,70.032,127.173,40.79,80.361,4.145,42.733,11.633,21.73,29.273,1
2754,Fmmzbcjjville,Dqfpland,12.286,33.408,9.283,89.351,6.071,40.265,43.262,36.02,37.833,1.375,97.582,11.997,3.746,13.038,4.458,14.477,116.814,6.671,46.174,2.231,25.451,121.669,25.387,76.861,40.302,33.987,19.288,38.15,33.477,2.578,46.284,42.723,75.694,116.128,9.478,57.845,5.046,55.803,12.973,16.676,50.552,41.65,39.592,88.666,29.286,10.017,70.241,97.337,15.443,0.208,84.371,31.093,2.653,14.978,59.655,1
2755,Fmmzbcjjville,Ajlqkhland,12.121,44.407,8.113,39.834,54.445,22.72,72.312,100.324,16.022,1.553,59.211,60.153,19.966,48.646,50.116,57.309,36.08,43.355,34.292,1.195,57.407,84.551,135.576,71.973,109.509,16.31,97.354,73.445,99.375,2.453,49.584,14.368,5.262,86.95,58.169,66.446,16.481,8.19,105.717,57.202,103.767,29.208,1.515,45.225,34.411,95.66,109.328,105.688,67.873,20.191,49.758,107.636,109.77,78.623,28.44,0
2756,Innryeoville,Fqjiland,7.423,36.687,9.24,54.175,49.417,82.709,67.197,97.924,4.425,0.715,71.074,106.355,44.489,14.048,44.231,38.518,73.581,38.124,46.286,2.023,12.469,47.541,25.007,31.445,127.389,44.374,66.636,16.659,35.484,3.818,45.52,17.917,29.624,82.318,6.352,62.136,25.092,51.932,63.714,30.702,22.591,27.887,55.449,113.254,4.37,1.665,37.155,79.917,25.831,123.758,60.502,83.354,56.641,14.166,76.52,1
2757,Fmmzbcjjville,Iztfland,12.083,33.095,5.302,77.277,29.951,5.904,82.013,24.473,34.478,0.535,73.178,62.459,15.168,46.417,68.111,76.534,37.849,118.095,21.288,1.871,25.074,75.526,37.428,33.068,40.837,45.421,80.827,126.122,60.381,0.07,47.73,43.153,4.098,8.936,46.203,48.878,69.186,5.292,22.134,82.042,56.131,59.114,19.196,103.962,99.318,43.364,118.658,4.16,73.649,59.737,31.401,95.523,62.374,3.736,53.392,1
2758,Xbdztusville,Jijyvland,10.439,43.419,8.253,77.539,78.422,60.977,79.391,51.907,62.366,1.647,85.128,9.851,23.579,28.888,47.52,40.119,44.73,54.057,15.22,1.571,54.384,24.311,23.729,3.137,77.226,44.194,18.262,42.894,28.186,3.099,99.047,2.047,71.611,51.815,8.277,129.064,3.829,12.48,79.438,16.667,5.617,47.524,48.767,44.383,22.296,11.759,127.448,25.642,27.021,59.722,123.67,120.846,17.438,67.441,49.633,0
2759,Ficleacgville,Ajlqkhland,10.446,35.567,6.004,51.711,39.595,25.994,8.338,36.07,94.361,1.617,74.858,20.642,56.278,29.159,78.169,65.688,3.01,58.9,98.564,2.857,116.268,134.799,97.479,63.853,79.704,81.857,23.651,57.669,72.837,3.749,22.056,55.847,0.362,41.674,49.861,75.655,10.791,22.201,71.888,57.344,25.315,25.805,35.137,32.852,122.67,61.084,21.873,12.906,58.384,106.963,20.88,42.01,69.258,107.432,23.827,1
2760,Ficleacgville,Vvwqnbland,9.62,40.483,7.988,58.922,51.548,38.308,12.09,7.575,2.956,1.548,87.512,25.206,85.706,22.077,5.826,10.386,103.057,38.434,47.627,1.952,4.382,28.073,24.626,42.252,39.717,16.692,13.936,7.187,12.616,5.117,60.015,30.306,16.264,49.474,72.465,87.273,22.441,4.14,53.903,57.004,47.533,61.951,52.592,41.361,40.081,92.704,39.549,128.301,123.439,31.187,5.441,58.623,14.257,137.394,7.338,1
2761,Bicrebiville,Ayqbland,11.01,39.453,6.22,17.375,75.68,20.638,59.064,82.861,37.979,1.215,48.446,117.093,54.718,72.43,58.965,66.468,14.42,9.279,92.42,2.219,60.525,93.83,99.244,56.989,66.288,94.229,105.042,29.025,56.01,6.03,60.654,84.454,51.992,52.329,7.949,58.428,85.801,28.037,44.823,52.165,41.037,69.334,102.807,23.93,14.405,85.474,117.386,77.338,9.056,60.071,34.904,9.262,42.418,101.568,118.289,1
2762,Agbizvzville,Fqrgzland,15.654,36.677,5.969,35.794,62.368,50.843,32.525,10.404,6.712,1.569,32.21,11.736,106.265,37.133,114.376,35.8,128.966,30.741,98.824,2.133,71.856,27.713,53.519,29.783,8.442,11.422,47.421,105.163,22.312,2.132,128.636,61.539,16.863,22.093,57.12,46.414,5.401,33.525,47.743,47.336,88.621,47.888,27.418,38.359,117.287,18.172,72.704,6.463,129.921,57.423,73.798,79.455,78.878,38.18,6.967,1
2763,Lgmiexiville,Ojbdaland,6.311,20.793,6.291,90.004,37.028,24.87,76.087,27.61,35.845,1.9,86.466,17.499,8.2,35.443,34.716,67.106,79.653,5.489,1.437,1.169,46.309,45.804,31.298,15.943,104.832,38.109,44.92,37.767,28.053,0.544,87.035,47.203,85.907,93.369,3.987,16.131,40.22,2.781,50.54,6.093,52.581,16.221,66.55,75.266,3.482,60.756,66.498,86.323,24.945,8.083,54.064,91.039,28.22,24.656,8.848,0
2764,Xcxhsismville,Flippland,9.704,43.697,8.604,10.791,18.581,107.612,33.796,83.243,100.95,1.921,59.633,29.318,47.137,72.614,54.924,23.271,20.695,45.059,53.957,0.954,17.144,11.615,97.631,101.286,8.771,25.9,18.667,75.009,74.779,2.281,54.392,57.093,20.839,45.412,28.512,24.985,71.777,79.283,28.714,119.619,45.295,37.258,26.363,32.234,21.813,111.173,35.216,61.253,20.585,65.72,67.993,24.818,43.383,8.816,74.167,1
2765,Acrngtville,Fqrgzland,8.767,35.275,9.431,48.821,74.584,56.533,86.038,41.166,24.908,1.436,114.347,106.841,25.245,88.746,27.544,33.26,92.284,36.781,55.517,0.945,23.967,1.696,36.653,10.362,16.357,1.049,39.237,34.815,40.466,4.846,17.246,64.616,25.401,67.895,31.126,9.295,59.421,94,62.427,22.6,40.115,113.929,87.535,140.569,51.208,8.903,57.308,11.737,10.714,42.234,77.754,18.267,98.22,126.926,56.182,0
2766,Acrngtville,Ewsszkland,18.267,36.809,7.572,16.088,74.608,78.419,28.77,11.641,47.223,1.423,47.763,65.909,106.813,60.923,40.906,46.893,109.227,43.249,2.14,1.456,13.401,32.31,41.28,41.442,16.509,66.747,108.57,25.406,75.284,1.647,47.901,2.899,59.03,62.354,28.577,21.765,57.541,44.876,32.022,100.697,108.746,77.092,28.235,61.653,69.433,46.329,94.941,98.445,0.574,36.798,48.319,60.024,1.341,137.698,48.768,1
2767,Ficleacgville,Bhrsnland,11.711,34.262,9.729,19.421,107.657,32.637,7.237,73.168,61.276,1.554,0.508,106.942,44.057,54.656,32.173,39.107,9.147,27.511,69.918,1.038,37.909,138.284,9.234,90.325,25.74,0.082,4.186,0.244,0.205,4.376,127.284,65.663,33.422,29.983,141.865,24.676,60.545,33.216,30.773,37.412,44.531,42.598,16.032,30.943,10.232,75.135,9.839,119.424,76.645,49.595,34.061,126.401,64.1,138.891,30.703,0
2768,Apzjbbville,Dlemtmland,12.882,33.518,10.646,9.336,14.405,55.549,40.097,95.464,18.052,1.272,73.235,48.216,53.636,17.357,21.055,59.409,112.036,106.398,29.586,0.944,44.073,47.96,69.163,42.052,33.021,49.762,47.803,73.684,48.208,0.933,53.754,74.901,55.813,84.274,25.52,52.568,14.515,92.843,92.648,27.43,8.766,59.899,7.73,17.399,16.131,9.822,5.099,49.509,37.327,23.773,127.665,62.745,24.104,112.202,123.378,1
2769,Lovxoehville,Xfvzvland,15.247,34.647,8.717,49.757,27.368,118.377,29.662,16.653,19.722,0.85,119.531,33.423,67.238,82.47,64.582,18.619,51.236,58.877,80.457,1.308,73.108,0.734,24.29,37.665,5.371,39.714,23.782,64.587,9.015,1.953,97.431,59.394,65.524,76.003,38.024,71.31,1.298,86.319,92.824,68.983,5.524,62.406,7.929,53.051,56.753,48.541,37.884,22.476,4.844,17.739,124.506,71.244,50.426,93.151,98.513,1
2770,Xbdztusville,Kfcfdcland,16.109,42.502,6.389,37.066,112.821,7.474,2.66,44.915,36.236,2.569,20.134,21.465,10.636,109.599,1.676,23.84,22.309,50.272,26.991,1.786,116.772,9.942,109.616,25.836,1.107,8.594,54.263,24.523,46.935,4.882,53.164,42.718,1.605,25.129,111.524,32.711,43.356,107.169,33.892,74.734,10.401,25.497,60.101,28.595,67.267,18.765,23.822,103.109,63.774,11.21,31.52,74.97,71.404,6.886,11.059,1
2771,Edoeqrxville,Bnqvztland,8.231,34.447,8.313,50.138,23.071,83.067,7.707,66.397,27.564,1.374,23.801,31.234,64.841,44.64,62.671,6.416,35.445,50.968,34.757,0.419,14.588,7.017,57.444,55.923,54.983,32.888,104.789,16.777,26.051,1.511,22.784,110.925,26.941,75.02,115.482,68.472,87.9,7.486,62.563,1.677,2.615,63.931,81.372,94.268,76.07,72.35,99.128,73.165,96.649,18.056,47.54,11.704,9.307,3.386,43.514,0
2772,Vrnjwszville,Fqjiland,5.445,39.078,7.901,49.918,70.79,35.363,55.522,51.975,29.033,1.689,8.742,74.553,46.795,67.87,9.582,58.776,15.538,93.156,0.261,1.21,39.909,31.732,47.57,22.747,24.181,14.721,47.466,13.898,123.239,2.826,35.294,99.689,18.482,90.944,51.878,36.815,51.711,34.167,38.113,47.866,125.025,63.354,32.251,18.404,20.168,23.216,85.039,62.31,31.424,138.981,55.254,41.906,83.582,43.918,25.845,1
2773,Mawxeville,Jeghland,9.178,32.554,9.45,42.551,5.641,37.176,24.402,57.283,103.982,1.093,5.824,33.891,8.587,71.935,18.228,27.441,55.238,36.843,19.648,2.366,7.487,18.382,86.686,125.058,15.047,41.117,20.502,3.54,99.062,3.033,64.737,55.542,115.389,31.74,45.665,15.87,2.323,22.841,22.917,4.687,44.636,55.479,1.96,73.216,54.4,22.008,5.98,85.992,1.026,28.962,65.531,52.361,56.92,12.358,54.241,1
2774,Vbisoacville,Gxxbnqland,7.948,36.549,9.17,36.226,3.748,91.281,48.537,107.207,44.131,1.679,69.416,23.147,23.444,5.634,20.095,104.117,57.687,51.988,133.069,1.136,13.944,45.169,35.053,38.525,54.217,71.014,21.152,30.58,20.806,6.369,28.31,18.228,27.197,0.838,16.888,77.043,134.711,50.074,7.198,79.814,70.566,6.903,38.469,128.134,35.486,0.705,92.913,5.299,31.695,49.222,7.721,49.93,14.237,24.919,73.279,1
2775,Xqfodville,Xbdtland,12.408,32.255,10.022,16.254,124.194,17.817,63.16,16.231,55.619,2.177,47.527,38.372,20.376,17.507,103.412,5.034,32.325,0.546,9.995,2.403,41.116,5.03,27.416,73.363,85.542,46.517,27.778,32.058,47.792,3.54,49.389,60.53,53.784,51.126,101.631,80.807,24.08,94.464,30.353,82.975,46.25,55.647,77.884,68.839,42.463,29.095,46.376,23.704,64.116,46.993,39.265,12.771,9.522,79.625,21.743,1
2776,Smlfthcville,Ajlqkhland,7.959,32.873,8.886,63.295,12.236,45.331,61.753,12.533,60.713,1.975,70.549,32.599,96.985,18.269,61.263,102.437,69.386,77.33,17.29,0.926,22.428,85.74,28.985,26.111,1.058,118.031,97.786,97.862,32.949,2.941,32.301,79.774,26.33,3.124,4.651,76.719,2.906,5.948,68.261,37.998,58.657,1.701,66.397,90.715,3.015,50.118,119.004,49.971,122.407,21.077,48.529,61.416,98.687,68.783,66.724,0
2777,Khypvpywville,Ixiyyhland,12.3,29.49,9.156,27.491,32.093,21.886,66.65,71.96,72.082,1.52,59.634,32.189,130.064,38.207,9.773,41.216,59.316,53.563,22.77,2.404,7.006,36.388,50.362,31.265,7.435,96.341,74.068,64.715,67.576,3.615,54.89,38.617,128.107,66.405,55.497,16.874,86.343,53.893,37.508,39.612,75.021,56.692,5.708,46.582,28.06,71.803,52.316,100.465,20.962,58.641,34.677,56.762,123.42,0.584,34.452,1
2778,Niiicville,Dymxtland,10.423,24.185,8.624,41.622,70.504,4.548,56.972,47.589,13.805,1.236,74.874,118.769,44.436,92.036,45.481,27.639,79.552,14.735,43.531,1.897,69.741,1.891,73.165,0.798,8.844,6.371,60.178,28.387,45.039,2.905,29.874,81.952,49.196,39.334,65.654,5.213,12.064,14.407,48.505,144.063,91.564,5.627,34.833,56.381,111.196,89.204,0.984,81.562,68.003,47.647,128.076,86.823,11.167,15.689,64.032,1
2779,Xqfodville,Klglxeland,9.84,34.511,6.667,56.065,85.603,52.575,49.54,38.763,25.327,1.431,99.976,96.395,4.136,68.134,111.281,48.489,33.191,31.836,31.364,1.686,14.213,9.947,55.269,39.257,69.535,82.422,58.898,14.324,1.163,3.876,25.805,39.147,50.628,23.823,13.394,3.084,22.422,80.466,62.958,55.055,17.846,27.336,105.488,69.392,15.376,32.925,91.949,60.763,36.622,34.5,0.202,116.389,89.438,72.163,60.747,1
2780,Mawxeville,Ndwkklland,8.461,35.239,8.211,61.88,26.631,14.935,16.175,46.225,55.814,1.292,6.159,32.688,47.175,62.986,43.987,55.469,61.976,68.777,21.839,3.29,67.096,90.405,1.737,75.626,81.034,66.882,23.005,16.375,25.537,1.797,46.086,41.056,41.542,20.631,74.743,93.314,62.809,58.757,76.286,87.038,68.204,74.57,23.586,80.402,91.598,18.456,31.333,36.713,40.553,29.276,88.649,29.532,66.231,107.176,30.518,1
2781,Luwmfmtwville,Iztfland,11.633,40.375,7.282,58.284,5.373,105.333,49.039,120.97,13.218,1.217,20.792,10.983,21.554,82.383,25.622,37.203,9.971,96.247,103.341,1.246,24.542,61.552,63.16,39.426,142.745,33.501,17.781,23.628,92.24,4.623,72.136,57.437,12.278,24.608,64.228,50.219,52.542,13.306,13.766,62.268,97.63,67.242,75.39,79.351,98.204,21.074,32.691,64.617,121.385,16.806,7.406,54.458,85.126,76.115,12.161,1
2782,Ficleacgville,Srkaland,9.118,31.656,8.52,36.808,51.338,32.272,45.758,107.917,19.248,2.151,14.6,23.313,93.689,70.055,35.16,7.707,96.806,4.619,57.267,0.304,43.3,52.9,100.612,17.667,21.484,46.302,10.554,68.713,9.824,3.329,52.257,31.748,94.578,18.243,15.068,11.934,43.195,50.611,60.438,76.975,33.959,48.246,7.995,63.139,54.258,54.427,54.026,26.93,19.812,84.479,39.29,12.336,40.908,79.679,7.145,1
